geo,country,year,education,fertility,population
atg,Antigua and Barbuda,1990,10.0,2.25,63066.0
aus,Australia,1990,10.2,1.91,17126298.0
aut,Austria,1990,9.2,1.47,7679624.0
aze,Azerbaijan,1990,8.1,2.98,7231077.0
bdi,Burundi,1990,0.9,7.37,5587052.0
bel,Belgium,1990,9.6,1.63,9960968.0
ben,Benin,1990,0.7,6.74,5281479.0
bfa,Burkina Faso,1990,0.3,7.01,9159356.0
bgd,Bangladesh,1990,1.3,4.51,111633717.0
bgr,Bulgaria,1990,9.6,1.8,8822365.0
bhr,Bahrain,1990,4.0,3.82,514797.0
bhs,Bahamas,1990,8.6,2.52,275945.0
bih,Bosnia and Herzegovina,1990,4.3,1.79,4448652.0
blr,Belarus,1990,9.4,1.86,10186261.0
blz,Belize,1990,6.2,4.8,183076.0
bol,Bolivia,1990,3.9,4.9,7130142.0
bra,Brazil,1990,4.4,2.9,149143223.0
bwa,Botswana,1990,2.9,4.51,1305696.0
caf,Central African Republic,1990,0.8,6.05,2871910.0
can,Canada,1990,12.3,1.7,27789443.0
che,Switzerland,1990,10.8,1.58,6713173.0
chl,Chile,1990,7.8,2.58,13437176.0
chn,China,1990,3.3,2.51,1153582724.0
civ,Cote d'Ivoire,1990,0.8,6.72,12189778.0
cmr,Cameroon,1990,1.9,6.36,11331821.0
cod,"Congo, Dem. Rep.",1990,1.9,6.65,36684063.0
cog,"Congo, Rep.",1990,2.5,5.27,2380560.0
col,Colombia,1990,4.8,3.0,32440069.0
com,Comoros,1990,0.8,6.51,444596.0
cpv,Cape Verde,1990,1.4,5.36,375428.0
cri,Costa Rica,1990,6.3,3.17,3121706.0
cub,Cuba,1990,7.9,1.81,10631799.0
cyp,Cyprus,1990,8.5,2.4,788351.0
cze,Czech Republic,1990,11.6,1.89,10301988.0
deu,Germany,1990,9.6,1.46,79707959.0
dji,Djibouti,1990,0.7,5.93,579538.0
dnk,Denmark,1990,11.0,1.66,5141025.0
dom,Dominican Republic,1990,4.7,3.41,7151166.0
dza,Algeria,1990,1.9,4.51,25375810.0
ecu,Ecuador,1990,5.5,3.68,10473673.0
egy,Egypt,1990,2.7,4.51,58396618.0
eri,Eritrea,1990,0.7,6.34,2032737.0
esp,Spain,1990,5.5,1.36,39084979.0
est,Estonia,1990,9.5,2.04,1570303.0
eth,Ethiopia,1990,0.3,7.2,47609755.0
fin,Finland,1990,9.8,1.78,4986575.0
fji,Fiji,1990,6.3,3.39,773316.0
fra,France,1990,8.2,1.78,56990238.0
gab,Gabon,1990,3.0,5.46,983734.0
gbr,UK,1990,11.2,1.83,57367862.0
geo,Georgia,1990,10.3,2.31,5448868.0
gha,Ghana,1990,2.8,5.74,15394648.0
gin,Guinea,1990,0.4,6.52,6434374.0
gmb,Gambia,1990,0.8,6.25,1054696.0
gnb,Guinea-Bissau,1990,0.4,6.5,973669.0
gnq,Equatorial Guinea,1990,2.2,5.99,474274.0
grc,Greece,1990,7.4,1.47,10258487.0
gtm,Guatemala,1990,2.2,5.48,9024773.0
guy,Guyana,1990,6.5,3.18,749894.0
hnd,Honduras,1990,3.5,5.27,4980488.0
hrv,Croatia,1990,7.0,1.63,4835065.0
hti,Haiti,1990,1.5,5.41,6854441.0
hun,Hungary,1990,9.3,1.86,10381281.0
idn,Indonesia,1990,3.1,3.11,183501098.0
ind,India,1990,1.7,4.05,864972221.0
irl,Ireland,1990,9.3,2.11,3514018.0
irn,Iran,1990,2.3,4.93,58380092.0
irq,Iraq,1990,2.1,5.93,17581206.0
isr,Israel,1990,10.1,2.84,4544999.0
ita,Italy,1990,7.8,1.33,57031454.0
jam,Jamaica,1990,7.7,2.96,2379877.0
jor,Jordan,1990,4.2,5.54,3621908.0
jpn,Japan,1990,10.4,1.51,123399765.0
kaz,Kazakhstan,1990,8.5,2.75,17154054.0
ken,Kenya,1990,2.6,6.14,22892651.0
kgz,Kyrgyz Republic,1990,8.4,3.8,4459543.0
khm,Cambodia,1990,1.6,5.64,7374752.0
kir,Kiribati,1990,5.6,4.67,74855.0
kor,South Korea,1990,8.6,1.6,44081427.0
kwt,Kuwait,1990,3.7,3.49,1684819.0
lao,Lao,1990,1.2,6.06,4311955.0
lbn,Lebanon,1990,4.6,3.27,3595175.0
lbr,Liberia,1990,0.9,6.37,2223667.0
lca,St. Lucia,1990,7.1,3.24,137857.0
lka,Sri Lanka,1990,6.2,2.54,16352458.0
lso,Lesotho,1990,5.1,4.81,1809696.0
ltu,Lithuania,1990,9.1,2.03,3695012.0
lux,Luxembourg,1990,8.6,1.6,381700.0
lva,Latvia,1990,10.0,1.99,2660131.0
mar,Morocco,1990,1.0,4.06,24375551.0
mda,Moldova,1990,8.6,2.39,4451148.0
mdg,Madagascar,1990,2.2,6.14,12055639.0
mdv,Maldives,1990,2.7,6.13,224762.0
mex,Mexico,1990,4.9,3.44,82820170.0
mhl,Marshall Islands,1990,5.9,5.97,44629.0
mkd,North Macedonia,1990,6.6,2.27,2063689.0
mli,Mali,1990,0.4,7.31,9178830.0
mmr,Myanmar,1990,2.8,3.5,39817251.0
mne,Montenegro,1990,7.8,1.95,620497.0
mng,Mongolia,1990,6.5,4.21,2164573.0
moz,Mozambique,1990,0.7,6.32,13094537.0
mrt,Mauritania,1990,0.5,6.18,1951878.0
mus,Mauritius,1990,4.0,2.3,1089024.0
mwi,Malawi,1990,1.6,6.74,9545852.0
mys,Malaysia,1990,4.2,3.3,17833171.0
nam,Namibia,1990,3.9,5.4,1369303.0
ner,Niger,1990,0.2,7.81,8286059.0
nga,Nigeria,1990,1.7,6.46,97120925.0
nic,Nicaragua,1990,3.6,4.6,4162559.0
nld,Netherlands,1990,9.1,1.61,15030878.0
nor,Norway,1990,10.9,1.93,4241440.0
npl,Nepal,1990,0.4,5.21,19524573.0
nzl,New Zealand,1990,9.8,2.17,3396979.0
omn,Oman,1990,2.1,6.46,1763954.0
pak,Pakistan,1990,0.9,6.36,116155576.0
pan,Panama,1990,7.3,3.07,2455583.0
per,Peru,1990,5.5,3.91,22014771.0
phl,Philippines,1990,7.0,4.32,62854666.0
png,Papua New Guinea,1990,1.4,5.18,3896481.0
pol,Poland,1990,10.3,2.07,38055455.0
prt,Portugal,1990,4.7,1.56,9989524.0
pry,Paraguay,1990,5.1,4.57,4035747.0
pse,Palestine,1990,4.2,6.81,2139067.0
qat,Qatar,1990,4.3,4.23,440175.0
rou,Romania,1990,8.9,1.84,22939530.0
rus,Russia,1990,9.7,1.91,148979541.0
rwa,Rwanda,1990,1.2,6.8,7375307.0
sau,Saudi Arabia,1990,1.9,5.8,10640691.0
sdn,Sudan,1990,1.2,6.07,22021481.0
sen,Senegal,1990,0.7,6.4,7720523.0
sgp,Singapore,1990,4.3,1.58,3039591.0
slb,Solomon Islands,1990,2.5,5.74,331435.0
sle,Sierra Leone,1990,0.6,6.57,4196828.0
slv,El Salvador,1990,4.3,3.96,5399726.0
som,Somalia,1990,0.4,7.44,7082811.0
srb,Serbia,1990,7.1,1.65,7874594.0
stp,Sao Tome and Principe,1990,1.8,5.83,122980.0
sur,Suriname,1990,4.9,3.23,412493.0
svk,Slovak Republic,1990,8.6,2.08,5266078.0
svn,Slovenia,1990,8.0,1.46,1998007.0
swe,Sweden,1990,10.4,2.12,8558567.0
swz,Eswatini,1990,3.7,5.3,872428.0
syc,Seychelles,1990,7.4,2.61,73983.0
syr,Syria,1990,2.2,5.56,12579208.0
tcd,Chad,1990,0.2,7.22,5982833.0
tgo,Togo,1990,0.9,6.07,3998761.0
tha,Thailand,1990,4.5,2.07,54738329.0
tjk,Tajikistan,1990,7.4,5.46,5398768.0
tkm,Turkmenistan,1990,7.9,4.29,3760562.0
tls,Timor-Leste,1990,0.6,5.81,760345.0
ton,Tonga,1990,8.4,4.93,99700.0
tto,Trinidad and Tobago,1990,7.3,2.39,1252208.0
tun,Tunisia,1990,1.8,3.44,8324509.0
tur,Turkey,1990,3.1,3.11,56015628.0
tza,Tanzania,1990,1.9,6.2,26110207.0
uga,Uganda,1990,1.8,7.01,17569897.0
ukr,Ukraine,1990,9.9,1.85,52054092.0
ury,Uruguay,1990,7.8,2.48,3104403.0
usa,USA,1990,12.7,2.07,253373387.0
uzb,Uzbekistan,1990,8.4,4.12,20464956.0
ven,Venezuela,1990,5.8,3.45,19827010.0
vnm,Vietnam,1990,4.6,3.6,65504552.0
vut,Vanuatu,1990,3.6,5.17,148063.0
wsm,Samoa,1990,8.2,5.01,169042.0
yem,Yemen,1990,0.2,8.61,13887862.0
zaf,South Africa,1990,5.4,3.72,40746268.0
zmb,Zambia,1990,2.8,6.57,7786169.0
zwe,Zimbabwe,1990,3.7,4.88,10137281.0
afg,Afghanistan,1991,0.2,7.63,12238879.0
ago,Angola,1991,1.3,7.21,12023529.0
alb,Albania,1991,6.6,2.96,3282602.0
are,UAE,1991,4.6,4.25,2006626.0
arg,Argentina,1991,8.0,3.01,33230294.0
arm,Armenia,1991,9.0,2.64,3613977.0
atg,Antigua and Barbuda,1991,10.1,2.04,63387.0
aus,Australia,1991,10.3,1.86,17353193.0
aut,Austria,1991,9.3,1.52,7757140.0
aze,Azerbaijan,1991,8.3,2.95,7314308.0
bdi,Burundi,1991,0.9,7.34,5703857.0
bel,Belgium,1991,9.8,1.66,9998961.0
ben,Benin,1991,0.7,6.67,5446932.0
bfa,Burkina Faso,1991,0.3,6.97,9394632.0
bgd,Bangladesh,1991,1.4,4.26,113787109.0
bgr,Bulgaria,1991,9.7,1.65,8695797.0
bhr,Bahrain,1991,4.1,3.63,531869.0
bhs,Bahamas,1991,8.7,2.51,280731.0
bih,Bosnia and Herzegovina,1991,4.5,1.78,4458343.0
blr,Belarus,1991,9.5,1.75,10193889.0
blz,Belize,1991,6.4,4.6,187040.0
bol,Bolivia,1991,4.1,4.85,7280289.0
bra,Brazil,1991,4.5,2.81,151724256.0
bwa,Botswana,1991,3.1,4.37,1341756.0
caf,Central African Republic,1991,0.9,6.03,2963191.0
can,Canada,1991,12.4,1.72,28157158.0
che,Switzerland,1991,10.9,1.58,6796943.0
chl,Chile,1991,7.9,2.56,13662491.0
chn,China,1991,3.4,1.93,1170788528.0
civ,Cote d'Ivoire,1991,0.9,6.59,12683870.0
cmr,Cameroon,1991,1.9,6.32,11667180.0
cod,"Congo, Dem. Rep.",1991,2.0,6.65,37925817.0
cog,"Congo, Rep.",1991,2.7,5.22,2449229.0
col,Colombia,1991,4.9,2.98,33098372.0
com,Comoros,1991,0.9,6.35,455556.0
cpv,Cape Verde,1991,1.5,5.26,384586.0
cri,Costa Rica,1991,6.5,3.08,3202176.0
cub,Cuba,1991,8.0,1.66,10717640.0
cyp,Cyprus,1991,8.7,2.34,798944.0
cze,Czech Republic,1991,11.7,1.84,10304426.0
deu,Germany,1991,9.7,1.34,80303196.0
dji,Djibouti,1991,0.7,5.86,631092.0
dnk,Denmark,1991,11.1,1.69,5154345.0
dom,Dominican Republic,1991,4.9,3.35,7299853.0
dza,Algeria,1991,2.0,4.37,25987928.0
ecu,Ecuador,1991,5.6,3.63,10702380.0
egy,Egypt,1991,2.8,4.32,60028997.0
eri,Eritrea,1991,0.7,6.24,1919571.0
esp,Spain,1991,5.6,1.33,39201759.0
est,Estonia,1991,9.6,1.8,1565383.0
eth,Ethiopia,1991,0.3,7.16,49717198.0
fin,Finland,1991,10.0,1.79,5013880.0
fji,Fiji,1991,6.5,3.37,779656.0
fra,France,1991,8.3,1.77,57271565.0
gab,Gabon,1991,3.1,5.37,1010818.0
gbr,UK,1991,11.3,1.82,57555192.0
geo,Georgia,1991,10.5,2.21,5379510.0
gha,Ghana,1991,2.9,5.63,15787496.0
gin,Guinea,1991,0.4,6.48,6697166.0
gmb,Gambia,1991,0.8,6.19,1099959.0
gnb,Guinea-Bissau,1991,0.4,6.47,994639.0
gnq,Equatorial Guinea,1991,2.3,5.99,492217.0
grc,Greece,1991,7.5,1.46,10306644.0
gtm,Guatemala,1991,2.3,5.38,9272584.0
guy,Guyana,1991,6.7,3.18,747861.0
hnd,Honduras,1991,3.6,5.19,5123792.0
hrv,Croatia,1991,7.2,1.54,4825157.0
hti,Haiti,1991,1.6,5.32,6995450.0
hun,Hungary,1991,9.4,1.86,10378176.0
idn,Indonesia,1991,3.2,3.06,186778238.0
ind,India,1991,1.8,3.96,883927600.0
irl,Ireland,1991,9.4,2.08,3534260.0
irn,Iran,1991,2.4,4.57,59986931.0
irq,Iraq,1991,2.2,5.83,17767253.0
isr,Israel,1991,10.2,2.83,4779890.0
ita,Italy,1991,7.9,1.3,57075393.0
jam,Jamaica,1991,7.8,3.0,2400869.0
jor,Jordan,1991,4.4,5.33,3915149.0
jpn,Japan,1991,10.5,1.5,123889871.0
kaz,Kazakhstan,1991,8.7,2.68,17278600.0
ken,Kenya,1991,2.8,5.94,23646514.0
kgz,Kyrgyz Republic,1991,8.6,3.74,4532116.0
khm,Cambodia,1991,1.6,5.59,7686850.0
kir,Kiribati,1991,5.8,4.64,76367.0
kor,South Korea,1991,8.8,1.7,44439150.0
kwt,Kuwait,1991,3.9,3.4,1351399.0
lao,Lao,1991,1.2,5.99,4435118.0
lbn,Lebanon,1991,4.8,3.16,3668912.0
lbr,Liberia,1991,1.0,6.32,1956518.0
lca,St. Lucia,1991,7.2,3.19,139520.0
lka,Sri Lanka,1991,6.3,2.51,16475354.0
lso,Lesotho,1991,5.2,4.68,1842379.0
ltu,Lithuania,1991,9.3,2.01,3701407.0
lux,Luxembourg,1991,8.8,1.61,386817.0
lva,Latvia,1991,10.2,1.84,2648940.0
mar,Morocco,1991,1.1,3.95,24799014.0
mda,Moldova,1991,8.8,2.28,4456609.0
mdg,Madagascar,1991,2.3,6.12,12421412.0
mdv,Maldives,1991,2.7,5.8,231802.0
mex,Mexico,1991,5.0,3.36,84430572.0
mhl,Marshall Islands,1991,6.1,5.76,45568.0
mkd,North Macedonia,1991,6.8,2.31,2055994.0
mli,Mali,1991,0.4,7.28,9362888.0
mmr,Myanmar,1991,2.9,3.43,40394154.0
mne,Montenegro,1991,7.9,2.02,623559.0
mng,Mongolia,1991,6.7,3.86,2202768.0
moz,Mozambique,1991,0.7,6.28,13352090.0
mrt,Mauritania,1991,0.5,6.16,2009738.0
mus,Mauritius,1991,4.2,2.29,1103041.0
mwi,Malawi,1991,1.6,6.68,9844227.0
mys,Malaysia,1991,4.4,3.34,18342464.0
nam,Namibia,1991,4.0,5.29,1415684.0
ner,Niger,1991,0.2,7.8,8546900.0
nga,Nigeria,1991,1.8,6.43,99720162.0
nic,Nicaragua,1991,3.7,4.43,4259637.0
nld,Netherlands,1991,9.2,1.61,15155090.0
nor,Norway,1991,11.1,1.92,4261623.0
npl,Nepal,1991,0.5,5.15,20036500.0
nzl,New Zealand,1991,9.9,2.09,3480925.0
omn,Oman,1991,2.2,6.2,1851473.0
pak,Pakistan,1991,1.0,6.29,120060406.0
pan,Panama,1991,7.5,3.0,2508265.0
per,Peru,1991,5.7,3.79,22483775.0
phl,Philippines,1991,7.1,4.27,64382249.0
png,Papua New Guinea,1991,1.5,5.11,4021837.0
pol,Poland,1991,10.4,2.07,38152947.0
prt,Portugal,1991,4.8,1.56,9969176.0
pry,Paraguay,1991,5.2,4.48,4144364.0
pse,Palestine,1991,4.4,6.75,2228954.0
qat,Qatar,1991,4.5,3.99,454853.0
rou,Romania,1991,9.1,1.6,22947413.0
rus,Russia,1991,9.9,1.75,149448433.0
rwa,Rwanda,1991,1.3,6.62,7526966.0
sau,Saudi Arabia,1991,2.1,5.64,11160744.0
sdn,Sudan,1991,1.3,6.05,22470676.0
sen,Senegal,1991,0.7,6.27,7943085.0
sgp,Singapore,1991,4.4,1.5,3136291.0
slb,Solomon Islands,1991,2.6,5.62,341738.0
sle,Sierra Leone,1991,0.7,6.55,4246267.0
slv,El Salvador,1991,4.4,3.89,5495077.0
som,Somalia,1991,0.4,7.47,6813760.0
srb,Serbia,1991,7.3,1.61,7867067.0
stp,Sao Tome and Principe,1991,1.8,5.77,125697.0
sur,Suriname,1991,5.0,3.09,415013.0
svk,Slovak Republic,1991,8.8,2.03,5284874.0
svn,Slovenia,1991,8.2,1.42,1999193.0
swe,Sweden,1991,10.6,2.11,8616959.0
swz,Eswatini,1991,3.8,5.13,908189.0
syc,Seychelles,1991,7.7,2.69,74817.0
syr,Syria,1991,2.3,5.34,12980821.0
tcd,Chad,1991,0.3,7.26,6205676.0
tgo,Togo,1991,1.0,5.99,4115560.0
tha,Thailand,1991,4.6,2.04,55637434.0
tjk,Tajikistan,1991,7.6,5.28,5541205.0
tkm,Turkmenistan,1991,8.0,4.15,3855894.0
tls,Timor-Leste,1991,0.7,5.84,778278.0
ton,Tonga,1991,8.6,4.85,99895.0
tto,Trinidad and Tobago,1991,7.4,2.29,1262171.0
tun,Tunisia,1991,1.9,3.31,8501827.0
tur,Turkey,1991,3.2,3.0,57009887.0
tza,Tanzania,1991,2.0,6.14,26780436.0
uga,Uganda,1991,1.9,6.94,18155901.0
ukr,Ukraine,1991,10.0,1.77,52170961.0
ury,Uruguay,1991,7.9,2.45,3122354.0
usa,USA,1991,12.7,2.06,256471422.0
uzb,Uzbekistan,1991,8.6,4.19,20962910.0
ven,Venezuela,1991,6.0,3.37,20304896.0
vnm,Vietnam,1991,4.7,3.52,66891775.0
vut,Vanuatu,1991,3.7,5.13,151793.0
wsm,Samoa,1991,8.4,4.91,169368.0
yem,Yemen,1991,0.2,8.46,14430201.0
zaf,South Africa,1991,5.5,3.62,41687898.0
zmb,Zambia,1991,2.9,6.46,7981650.0
zwe,Zimbabwe,1991,3.8,4.72,10404816.0
afg,Afghanistan,1992,0.2,7.7,13278974.0
ago,Angola,1992,1.3,7.14,12423712.0
alb,Albania,1992,6.8,2.89,3282501.0
are,UAE,1992,4.8,4.09,2114730.0
arg,Argentina,1992,8.1,2.99,33693527.0
arm,Armenia,1992,9.1,2.5,3571861.0
atg,Antigua and Barbuda,1992,10.2,2.13,64404.0
aus,Australia,1992,10.4,1.89,17549288.0
aut,Austria,1992,9.4,1.52,7842712.0
aze,Azerbaijan,1992,8.5,2.86,7405780.0
bdi,Burundi,1992,1.0,7.3,5858407.0
bel,Belgium,1992,9.9,1.65,10045987.0
ben,Benin,1992,0.7,6.59,5617844.0
bfa,Burkina Faso,1992,0.3,6.94,9629275.0
bgd,Bangladesh,1992,1.4,4.03,115952192.0
bgr,Bulgaria,1992,9.9,1.54,8559101.0
bhr,Bahrain,1992,4.3,3.55,547749.0
bhs,Bahamas,1992,8.9,2.71,285927.0
bih,Bosnia and Herzegovina,1992,4.6,1.76,4234616.0
blr,Belarus,1992,9.7,1.7,10217561.0
blz,Belize,1992,6.5,4.43,190983.0
bol,Bolivia,1992,4.2,4.71,7430336.0
bra,Brazil,1992,4.6,2.71,154275079.0
bwa,Botswana,1992,3.2,4.26,1380033.0
caf,Central African Republic,1992,0.9,5.96,3058831.0
can,Canada,1992,12.6,1.72,28500059.0
che,Switzerland,1992,11.1,1.57,6875051.0
chl,Chile,1992,8.0,2.48,13884577.0
chn,China,1992,3.6,1.78,1184574237.0
civ,Cote d'Ivoire,1992,0.9,6.43,13200310.0
cmr,Cameroon,1992,2.0,6.26,12006353.0
cod,"Congo, Dem. Rep.",1992,2.1,6.64,39228910.0
cog,"Congo, Rep.",1992,2.8,5.18,2519465.0
col,Colombia,1992,5.0,2.98,33760571.0
com,Comoros,1992,0.9,6.19,465113.0
cpv,Cape Verde,1992,1.6,5.12,393415.0
cri,Costa Rica,1992,6.6,3.0,3284258.0
cub,Cuba,1992,8.1,1.56,10785801.0
cyp,Cyprus,1992,8.9,2.46,810341.0
cze,Czech Republic,1992,11.8,1.71,10312448.0
deu,Germany,1992,9.8,1.31,80934898.0
dji,Djibouti,1992,0.7,5.75,626010.0
dnk,Denmark,1992,11.2,1.76,5171367.0
dom,Dominican Republic,1992,5.0,3.29,7447474.0
dza,Algeria,1992,2.1,4.27,26628568.0
ecu,Ecuador,1992,5.8,3.58,10930128.0
egy,Egypt,1992,2.9,4.15,61480660.0
eri,Eritrea,1992,0.8,6.16,1798748.0
esp,Spain,1992,5.8,1.31,39420346.0
est,Estonia,1992,9.7,1.7,1540212.0
eth,Ethiopia,1992,0.3,7.13,51853747.0
fin,Finland,1992,10.2,1.84,5042148.0
fji,Fiji,1992,6.6,3.33,785346.0
fra,France,1992,8.5,1.74,57554870.0
gab,Gabon,1992,3.2,5.29,1038380.0
gbr,UK,1992,11.4,1.79,57719272.0
geo,Georgia,1992,10.6,2.05,5294187.0
gha,Ghana,1992,3.0,5.52,16184855.0
gin,Guinea,1992,0.4,6.45,6914366.0
gmb,Gambia,1992,0.9,6.11,1145582.0
gnb,Guinea-Bissau,1992,0.4,6.44,1024356.0
gnq,Equatorial Guinea,1992,2.4,5.98,510770.0
grc,Greece,1992,7.7,1.45,10359895.0
gtm,Guatemala,1992,2.4,5.31,9522266.0
guy,Guyana,1992,6.9,3.19,749911.0
hnd,Honduras,1992,3.7,5.11,5271431.0
hrv,Croatia,1992,7.5,1.46,4782233.0
hti,Haiti,1992,1.7,5.21,7136571.0
hun,Hungary,1992,9.5,1.77,10371474.0
idn,Indonesia,1992,3.4,2.95,190043744.0
ind,India,1992,1.8,3.88,902957070.0
irl,Ireland,1992,9.5,1.99,3558421.0
irn,Iran,1992,2.6,4.1,61184983.0
irq,Iraq,1992,2.2,5.72,18300845.0
isr,Israel,1992,10.4,2.87,4957238.0
ita,Italy,1992,8.1,1.3,57124990.0
jam,Jamaica,1992,8.0,3.03,2424701.0
jor,Jordan,1992,4.6,5.14,4127693.0
jpn,Japan,1992,10.6,1.48,124383708.0
kaz,Kazakhstan,1992,8.9,2.58,17332625.0
ken,Kenya,1992,2.9,5.74,24382460.0
kgz,Kyrgyz Republic,1992,8.8,3.64,4600310.0
khm,Cambodia,1992,1.7,5.49,8113083.0
kir,Kiribati,1992,5.9,4.57,77641.0
kor,South Korea,1992,9.0,1.74,44653695.0
kwt,Kuwait,1992,4.0,3.35,1634961.0
lao,Lao,1992,1.3,5.9,4559646.0
lbn,Lebanon,1992,5.0,3.05,3747371.0
lbr,Liberia,1992,1.0,6.28,2072461.0
lca,St. Lucia,1992,7.3,3.11,141617.0
lka,Sri Lanka,1992,6.5,2.49,16739284.0
lso,Lesotho,1992,5.4,4.54,1873274.0
ltu,Lithuania,1992,9.5,1.97,3697544.0
lux,Luxembourg,1992,8.9,1.65,391964.0
lva,Latvia,1992,10.4,1.72,2614827.0
mar,Morocco,1992,1.1,3.76,25212468.0
mda,Moldova,1992,8.9,2.22,4455711.0
mdg,Madagascar,1992,2.4,6.08,12800870.0
mdv,Maldives,1992,2.8,5.44,238543.0
mex,Mexico,1992,5.1,3.29,86044809.0
mhl,Marshall Islands,1992,6.2,5.55,46388.0
mkd,North Macedonia,1992,7.0,2.28,2032523.0
mli,Mali,1992,0.4,7.24,9553540.0
mmr,Myanmar,1992,3.0,3.35,40950342.0
mne,Montenegro,1992,8.1,2.01,626019.0
mng,Mongolia,1992,6.8,3.43,2239123.0
moz,Mozambique,1992,0.8,6.22,13613316.0
mrt,Mauritania,1992,0.6,6.13,2088135.0
mus,Mauritius,1992,4.4,2.36,1117670.0
mwi,Malawi,1992,1.7,6.63,10135079.0
mys,Malaysia,1992,4.6,3.37,18834572.0
nam,Namibia,1992,4.1,5.11,1461322.0
ner,Niger,1992,0.2,7.8,8817633.0
nga,Nigeria,1992,1.9,6.39,102372770.0
nic,Nicaragua,1992,3.8,4.27,4357026.0
nld,Netherlands,1992,9.4,1.59,15276785.0
nor,Norway,1992,11.2,1.89,4286261.0
npl,Nepal,1992,0.5,5.07,20609707.0
nzl,New Zealand,1992,10.1,2.06,3532244.0
omn,Oman,1992,2.3,5.92,1938238.0
pak,Pakistan,1992,1.0,6.21,123546848.0
pan,Panama,1992,7.6,2.95,2561336.0
per,Peru,1992,5.8,3.67,22946340.0
phl,Philippines,1992,7.2,4.16,65926125.0
png,Papua New Guinea,1992,1.6,5.03,4166699.0
pol,Poland,1992,10.5,1.96,38233640.0
prt,Portugal,1992,5.0,1.54,9960340.0
pry,Paraguay,1992,5.3,4.4,4253600.0
pse,Palestine,1992,4.6,6.65,2324693.0
qat,Qatar,1992,4.6,3.85,469657.0
rou,Romania,1992,9.2,1.51,22912393.0
rus,Russia,1992,10.1,1.57,148915991.0
rwa,Rwanda,1992,1.3,6.54,7683266.0
sau,Saudi Arabia,1992,2.2,5.49,11686676.0
sdn,Sudan,1992,1.3,6.02,22927355.0
sen,Senegal,1992,0.7,6.15,8168395.0
sgp,Singapore,1992,4.5,1.49,3226465.0
slb,Solomon Islands,1992,2.7,5.51,352205.0
sle,Sierra Leone,1992,0.7,6.56,4166366.0
slv,El Salvador,1992,4.5,3.8,5585609.0
som,Somalia,1992,0.4,7.5,6495107.0
srb,Serbia,1992,7.4,1.57,7859809.0
stp,Sao Tome and Principe,1992,1.9,5.7,128110.0
sur,Suriname,1992,5.2,3.01,417589.0
svk,Slovak Republic,1992,9.1,1.93,5306436.0
svn,Slovenia,1992,8.4,1.33,1995859.0
swe,Sweden,1992,10.7,2.08,8667574.0
swz,Eswatini,1992,4.0,4.98,943416.0
syc,Seychelles,1992,7.9,2.53,75617.0
syr,Syria,1992,2.4,5.14,13385571.0
tcd,Chad,1992,0.3,7.3,6474656.0
tgo,Togo,1992,1.0,5.89,4233617.0
tha,Thailand,1992,4.7,2.01,56528834.0
tjk,Tajikistan,1992,7.8,5.06,5649400.0
tkm,Turkmenistan,1992,8.2,3.96,3944689.0
tls,Timor-Leste,1992,0.7,5.87,799318.0
ton,Tonga,1992,8.8,4.79,100022.0
tto,Trinidad and Tobago,1992,7.6,2.21,1271674.0
tun,Tunisia,1992,2.0,3.19,8682512.0
tur,Turkey,1992,3.3,2.94,57990118.0
tza,Tanzania,1992,2.1,6.08,27457588.0
uga,Uganda,1992,1.9,6.91,18785032.0
ukr,Ukraine,1992,10.1,1.67,52323671.0
ury,Uruguay,1992,8.0,2.43,3139702.0
usa,USA,1992,12.8,2.04,259606019.0
uzb,Uzbekistan,1992,8.7,4.06,21485090.0
ven,Venezuela,1992,6.1,3.29,20780948.0
vnm,Vietnam,1992,4.9,3.35,68260337.0
vut,Vanuatu,1992,3.9,5.09,155608.0
wsm,Samoa,1992,8.6,4.87,170331.0
yem,Yemen,1992,0.2,8.27,14989494.0
zaf,South Africa,1992,5.7,3.48,42443509.0
zmb,Zambia,1992,3.0,6.35,8176680.0
zwe,Zimbabwe,1992,4.0,4.57,10702700.0
afg,Afghanistan,1993,0.2,7.76,14943172.0
ago,Angola,1993,1.4,7.07,12827135.0
alb,Albania,1993,6.9,2.81,3277825.0
are,UAE,1993,5.0,3.82,2222093.0
arg,Argentina,1993,8.3,2.97,34152717.0
arm,Armenia,1993,9.3,2.29,3453332.0
atg,Antigua and Barbuda,1993,10.4,2.04,65587.0
aus,Australia,1993,10.4,1.86,17722911.0
aut,Austria,1993,9.5,1.51,7907495.0
aze,Azerbaijan,1993,8.7,2.75,7504115.0
bdi,Burundi,1993,1.0,7.27,5676843.0
bel,Belgium,1993,10.0,1.61,10084931.0
ben,Benin,1993,0.8,6.51,5872706.0
bfa,Burkina Faso,1993,0.3,6.89,9871713.0
bgd,Bangladesh,1993,1.5,3.83,118132360.0
bgr,Bulgaria,1993,10.0,1.46,8466533.0
bhr,Bahrain,1993,4.5,3.46,562809.0
bhs,Bahamas,1993,9.0,2.61,291339.0
bih,Bosnia and Herzegovina,1993,4.8,1.73,3904482.0
blr,Belarus,1993,9.8,1.58,10241320.0
blz,Belize,1993,6.6,4.21,194902.0
bol,Bolivia,1993,4.3,4.59,7579195.0
bra,Brazil,1993,4.8,2.66,156794577.0
bwa,Botswana,1993,3.3,4.15,1420115.0
